Date,Campaign type,Impressions,Clicks,Cost,Conversions,Revenue
,,143669.0,896.0,656.3,6.5,1410.3
,,3.0,0.0,0.0,0.0,0.0
,,3701.0,251.0,496.5,4.5,576.4
,,36211.0,8.0,115.2,0.0,0.0
,,183496.0,1172.0,1525.0,8.8,3565.7
,,8.0,0.0,0.0,0.0,0.0
,,5764.0,492.0,1256.8,9.4,1266.2
,,36876.0,4.0,120.2,0.0,0.0
,,165282.0,988.0,1342.4,20.3,2511.1
,,10.0,0.0,0.0,0.0,0.0
,,5950.0,536.0,1639.8,14.8,3574.5
,,36427.0,3.0,120.6,0.0,0.0
,,126346.0,812.0,1118.6,17.9,6379.6
,,12.0,0.0,0.0,0.0,0.0
,,5063.0,527.0,1324.6,18.2,3933.2
,,35725.0,0.0,120.0,0.0,0.0
,,108205.0,736.0,931.4,18.0,3034.3
,,9.0,0.0,0.0,0.0,0.0
,,4806.0,494.0,1214.6,22.9,6063.9
,,36676.0,2.0,120.5,0.0,0.0
,,82521.0,574.0,431.6,18.0,1745.6
,,2.0,0.0,0.0,0.0,0.0
,,2470.0,281.0,490.2,16.5,1267.0
,,37949.0,1.0,120.1,0.0,0.0
,,65822.0,484.0,324.5,16.4,3441.8
,,5.0,0.0,0.0,0.0,0.0
,,2578.0,268.0,412.0,17.0,3019.0
,,38380.0,4.0,119.3,0.0,0.0
,,82829.0,647.0,819.1,38.7,7824.3
,,8.0,0.0,0.0,0.0,0.0
,,3655.0,437.0,947.8,54.6,11383.4
,,38573.0,5.0,119.6,0.0,0.0
,,108980.0,751.0,969.1,33.3,7902.4
,,7.0,0.0,0.0,0.0,0.0
,,4013.0,456.0,1080.4,35.5,6906.1
,,38372.0,3.0,119.6,0.0,0.0
,,156835.0,988.0,1393.1,60.0,12345.6
,,8.0,0.0,0.0,0.0,0.0
,,4477.0,536.0,1410.3,58.7,13761.6
,,36964.0,1.0,118.1,0.0,0.0
,,236943.0,1455.0,2028.8,58.5,8877.8
,,13.0,0.0,0.0,0.0,0.0
,,5090.0,509.0,1118.8,48.5,11203.3
,,38278.0,1.0,119.2,0.0,0.0
,,231939.0,1296.0,1800.9,30.4,8638.6
,,6.0,0.0,0.0,0.0,0.0
,,3996.0,432.0,742.7,30.5,6679.6
,,38705.0,4.0,118.4,0.0,0.0
,,277964.0,1683.0,1605.1,35.1,7663.5
,,4.0,0.0,0.0,0.0,0.0
,,3085.0,271.0,330.8,6.7,1105.3
,,38455.0,3.0,119.0,0.0,0.0
,,326220.0,1998.0,2028.4,22.6,2690.2
,,3.0,0.0,0.0,0.0,0.0
,,3601.0,278.0,417.7,11.0,1157.9
,,39071.0,2.0,118.1,0.0,0.0
,,434756.0,2489.0,3604.6,64.6,10411.7
,,4.0,0.0,0.0,0.0,0.0
,,5392.0,473.0,1115.5,42.2,9766.8
,,23161.0,2.0,69.6,0.0,0.0
,,482605.0,2726.0,4215.0,63.2,14963.4
,,7.0,0.0,0.0,0.0,0.0
,,5592.0,547.0,1146.7,43.2,6736.5
,,23294.0,0.0,72.3,0.0,0.0
,,515359.0,2832.0,4682.9,63.8,15741.0
,,4.0,0.0,0.0,0.0,0.0
,,5685.0,540.0,1402.6,44.4,10774.5
,,22886.0,2.0,72.4,0.8,113.7
,,485985.0,2512.0,4009.5,59.2,19169.2
,,2.0,0.0,0.0,0.0,0.0
,,6519.0,573.0,1590.8,38.3,10497.9
,,22712.0,2.0,72.1,0.0,0.0
,,473546.0,2463.0,3707.0,54.4,10077.7
,,8.0,0.0,0.0,0.0,0.0
,,5856.0,503.0,1179.7,28.0,5698.8
,,22564.0,2.0,72.1,0.0,0.0
,,391816.0,2277.0,2594.5,41.5,7980.2
,,1.0,0.0,0.0,0.0,0.0
,,4064.0,298.0,366.7,11.7,1198.7
,,21648.0,1.0,71.5,0.0,0.0
,,425028.0,2323.0,2447.9,29.3,6491.4
,,1.0,0.0,0.0,0.0,0.0
,,4510.0,367.0,520.6,13.4,2759.3
,,21293.0,0.0,71.1,0.0,0.0
,,574062.0,2921.0,4732.3,54.2,8599.4
,,5.0,0.0,0.0,0.0,0.0
,,8208.0,564.0,1549.7,43.4,9666.4
,,21677.0,1.0,70.8,0.0,0.0
,,604924.0,3082.0,4937.0,50.8,7247.7
,,4.0,0.0,0.0,0.0,0.0
,,9025.0,632.0,1624.9,62.0,21010.0
,,20978.0,1.0,70.1,0.0,0.0
,,608893.0,3027.0,5193.1,69.3,13384.7
,,4.0,0.0,0.0,0.0,0.0
,,20181.0,912.0,3305.1,60.3,15434.2
,,21047.0,1.0,69.8,0.0,0.0
,,597707.0,3096.0,5209.3,79.4,20348.1
,,7.0,0.0,0.0,0.0,0.0
,,15704.0,852.0,2874.0,52.8,12394.4
,,21237.0,1.0,69.5,0.0,0.0
,,501184.0,2632.0,3646.5,62.3,11202.0
,,2.0,0.0,0.0,0.0,0.0
,,13340.0,696.0,2310.7,45.6,8948.0
,,21204.0,1.0,69.2,0.0,0.0
,,451824.0,2432.0,2503.7,26.4,2921.0
,,4.0,0.0,0.0,0.0,0.0
,,9624.0,479.0,1030.1,14.7,3599.4
,,20492.0,2.0,68.5,0.0,0.0
,,460679.0,2664.0,2737.4,37.7,4842.3
,,8.0,0.0,0.0,0.0,0.0
,,9384.0,444.0,853.5,15.5,2732.8
,,19994.0,4.0,67.4,0.0,0.0
,,622329.0,3256.0,5148.5,67.2,11734.6
,,8.0,0.0,0.0,0.0,0.0
,,15600.0,768.0,2346.9,50.1,18960.8
,,19440.0,3.0,66.3,0.0,0.0
,,650377.0,3319.0,5374.6,75.6,13479.2
,,10.0,0.0,0.0,0.0,0.0
,,15189.0,793.0,2331.4,56.6,12622.0
,,19077.0,2.0,64.0,0.0,0.0
,,698237.0,3690.0,6218.3,78.5,15357.7
,,7.0,0.0,0.0,0.0,0.0
,,17932.0,836.0,2399.3,47.0,13171.6
,,18450.0,3.0,61.4,0.0,0.0
,,613360.0,3211.0,4718.5,54.7,8627.5
,,8.0,0.0,0.0,0.0,0.0
,,16213.0,833.0,2686.3,46.4,10263.2
,,20701.0,4.0,72.8,0.0,0.0
,,610351.0,3124.0,4748.0,56.5,14842.5
,,3.0,0.0,0.0,0.0,0.0
,,16626.0,819.0,2468.4,49.8,14267.7
,,21800.0,4.0,76.0,0.0,0.0
,,556633.0,2946.0,3362.6,26.2,4793.5
,,2.0,0.0,0.0,0.0,0.0
,,13462.0,490.0,1003.4,15.5,4451.8
,,21902.0,3.0,76.8,0.0,0.0
,,529966.0,3039.0,3239.0,39.0,7092.0
,,10129.0,536.0,1046.2,13.0,2331.9
,,21836.0,2.0,76.2,0.8,1678.2
,,634312.0,3347.0,5522.6,89.6,14875.3
,,8.0,0.0,0.0,0.0,0.0
,,19632.0,781.0,1924.3,48.2,15561.8
,,21332.0,4.0,75.9,0.0,0.0
,,548167.0,2694.0,4878.8,90.2,20845.2
,,6.0,0.0,0.0,0.0,0.0
,,13233.0,867.0,2297.6,41.9,7939.2
,,21908.0,1.0,75.6,0.0,0.0
,,600093.0,3311.0,5853.3,71.1,13528.5
,,6.0,0.0,0.0,0.0,0.0
,,19378.0,978.0,2248.9,35.6,7221.8
,,22033.0,4.0,75.5,0.0,0.0
,,588948.0,3107.0,5509.8,68.7,16710.0
,,4.0,0.0,0.0,0.0,0.0
,,15082.0,878.0,2751.8,37.8,12134.4
,,21360.0,2.0,75.0,0.0,0.0
,,578324.0,3067.0,5269.4,63.1,12598.0
,,4.0,0.0,0.0,0.0,0.0
,,11727.0,658.0,1891.2,37.8,7974.2
,,22260.0,0.0,74.8,0.8,664.0
,,515338.0,2720.0,3399.4,30.4,4834.7
,,2.0,0.0,0.0,0.0,0.0
,,9261.0,513.0,1126.7,11.8,1370.9
,,22516.0,1.0,75.7,0.0,0.0
,,455154.0,2508.0,3014.0,26.0,6132.8
,,3.0,0.0,0.0,0.0,0.0
,,8906.0,437.0,932.9,12.4,2604.2
,,21255.0,3.0,74.9,0.8,0.0
,,592160.0,3030.0,5747.7,61.5,19212.0
,,12.0,0.0,0.0,0.0,0.0
,,18156.0,744.0,2212.8,43.9,8909.6
,,21210.0,2.0,74.5,0.0,0.0
,,515647.0,2620.0,4334.7,69.9,12729.1
,,4.0,0.0,0.0,0.0,0.0
,,16716.0,821.0,2507.1,54.8,11553.9
,,20479.0,1.0,73.7,0.0,0.0
,,424214.0,2234.0,3998.1,58.4,15133.8
,,5.0,0.0,0.0,0.0,0.0
,,13087.0,743.0,2091.4,49.2,12013.6
,,20180.0,1.0,73.3,0.0,0.0
,,426194.0,2329.0,3909.5,52.6,15456.6
,,4.0,0.0,0.0,0.0,0.0
,,12144.0,668.0,1880.0,51.6,10942.3
,,21158.0,4.0,74.4,0.0,0.0
,,447970.0,2392.0,3676.0,61.7,11389.2
,,5.0,0.0,0.0,0.0,0.0
,,7262.0,468.0,1196.1,46.4,11720.1
,,20536.0,2.0,73.7,0.0,0.0
,,381581.0,2130.0,2413.4,36.8,7195.3
,,4434.0,208.0,335.1,12.1,1851.2
,,20427.0,0.0,73.5,0.0,0.0
,,372008.0,2097.0,2132.4,43.0,7448.0
,,1.0,0.0,0.0,0.0,0.0
,,3460.0,223.0,324.5,14.1,2514.3
,,20684.0,1.0,73.0,0.0,0.0
,,481684.0,2622.0,4518.3,82.7,15728.8
,,18.0,0.0,0.1,0.0,0.0
,,13113.0,432.0,950.7,42.0,8762.0
,,19927.0,4.0,72.6,0.0,0.0
,,436268.0,2426.0,3948.4,76.7,13617.9
,,10.0,0.0,0.0,0.0,0.0
,,12168.0,532.0,1038.8,38.2,10231.7
,,18215.0,3.0,72.7,0.0,0.0
,,452609.0,2482.0,4284.6,71.2,20177.7
,,10.0,0.0,0.0,0.0,0.0
,,14952.0,584.0,1460.8,38.6,9782.5
,,18833.0,4.0,71.7,0.0,0.0
,,398333.0,2169.0,3212.3,44.0,9612.3
,,11.0,0.0,0.0,0.0,0.0
,,10848.0,654.0,1695.5,45.2,7885.3
,,18959.0,4.0,71.5,0.8,45.1
,,421474.0,2206.0,3354.8,53.6,13397.2
,,12.0,0.0,0.0,0.0,0.0
,,9972.0,532.0,1283.8,26.1,3750.3
,,19278.0,4.0,72.0,0.0,0.0
,,385761.0,2184.0,2573.3,30.7,6647.8
,,4.0,0.0,0.0,0.0,0.0
,,7116.0,354.0,576.6,13.7,1832.2
,,19468.0,0.0,71.6,0.8,117.2
,,403544.0,2305.0,2565.0,37.9,9195.3
,,5.0,0.0,0.0,0.0,0.0
,,8816.0,332.0,658.2,12.6,2411.9
,,20024.0,1.0,70.5,0.0,0.0
,,447108.0,2460.0,3870.8,53.3,8723.3
,,17.0,0.0,0.1,0.0,0.0
,,21576.0,719.0,1828.3,61.1,16479.0
,,18116.0,2.0,68.2,0.0,0.0
,,430497.0,2317.0,3799.8,61.3,11870.4
,,10.0,0.0,0.0,0.0,0.0
,,20241.0,737.0,1891.1,39.5,7388.5
,,17060.0,4.0,67.8,0.0,0.0
,,412257.0,2216.0,3383.1,48.9,8806.4
,,15.0,0.0,0.1,0.0,0.0
,,19694.0,850.0,2419.4,50.6,11906.6
,,16382.0,1.0,62.3,0.0,0.0
,,386149.0,2154.0,3009.4,49.7,14244.1
,,7.0,0.0,0.0,0.0,0.0
,,23696.0,872.0,2102.8,55.5,14636.1
,,16946.0,4.0,63.8,0.0,0.0
,,379404.0,2248.0,3156.5,57.0,12154.3
,,12.0,0.0,0.0,0.0,0.0
,,15210.0,709.0,1600.4,52.8,13754.7
,,16638.0,0.0,61.5,0.0,0.0
,,334685.0,2020.0,2174.9,30.7,6577.5
,,4.0,0.0,0.0,0.0,0.0
,,10964.0,459.0,742.5,19.3,1948.2
,,17597.0,0.0,66.0,0.0,0.0
,,361325.0,2250.0,2580.6,29.3,6410.6
,,10589.0,468.0,775.1,8.5,1313.1
,,17564.0,0.0,65.0,0.0,0.0
,,447804.0,2472.0,3784.2,63.7,18638.6
,,8.0,0.0,0.0,0.0,0.0
,,14246.0,713.0,1853.7,30.9,8461.7
,,16578.0,8.0,63.8,0.0,0.0
,,447590.0,2484.0,4049.0,47.6,13069.0
,,9.0,0.0,0.0,0.0,0.0
,,15119.0,745.0,1849.3,55.5,14919.9
,,15979.0,4.0,64.0,0.0,0.0
,,416552.0,2418.0,4155.0,66.6,9818.5
,,14.0,0.0,0.1,0.0,0.0
,,16005.0,768.0,2035.0,46.2,12793.5
,,16069.0,2.0,63.8,0.0,0.0
,,380203.0,2197.0,3444.8,56.5,11075.8
,,12.0,0.0,0.0,0.0,0.0
,,14908.0,782.0,2152.8,40.3,7915.2
,,16064.0,2.0,64.5,0.0,0.0
,,355112.0,2071.0,3284.9,64.1,12526.2
,,5.0,0.0,0.0,0.0,0.0
,,13025.0,714.0,2081.6,42.1,11729.1
,,16336.0,0.0,63.9,0.0,0.0
,,364769.0,2176.0,2474.5,28.3,7811.5
,,4.0,0.0,0.0,0.0,0.0
,,11493.0,575.0,1013.8,13.5,1674.5
,,16632.0,1.0,64.7,0.0,0.0
,,339316.0,1912.0,2157.5,32.8,14938.1
,,4.0,0.0,0.0,0.0,0.0
,,10788.0,463.0,695.7,7.7,1239.1
,,16340.0,0.0,63.7,0.0,0.0
,,417931.0,2297.0,4435.7,62.6,10662.6
,,7.0,0.0,0.0,0.0,0.0
,,12582.0,700.0,2016.5,52.9,14020.1
,,11586.0,6.0,50.2,0.0,0.0
,,391023.0,2312.0,3863.8,76.4,17568.2
,,8191.0,535.0,1773.4,47.4,13421.1
,,9784.0,4.0,46.4,0.0,0.0
,,392142.0,2234.0,3588.9,55.2,11360.9
,,7276.0,519.0,1419.8,42.0,8658.7
,,10730.0,3.0,46.6,0.0,0.0
,,403896.0,2248.0,3859.7,55.9,10749.5
,,175.0,,0.6,0.0,0.0
,,8093.0,526.0,1479.4,38.9,7475.0
,,15152.0,6.0,74.2,0.0,0.0
,,385330.0,2220.0,3802.9,39.6,6268.1
,,163.0,0.0,0.8,0.0,0.0
,,7832.0,463.0,988.5,27.6,4907.1
,,16963.0,3.0,76.1,0.0,0.0
,,327114.0,1910.0,2269.0,40.9,12465.7
,,5.0,0.0,0.0,0.0,0.0
,,6476.0,366.0,650.8,13.3,2652.4
,,14626.0,5.0,79.6,0.0,0.0
,,326544.0,1958.0,2103.8,28.6,4665.9
,,5552.0,386.0,711.4,12.0,1391.8
,,14668.0,1.0,68.0,0.0,0.0
,,417383.0,2391.0,3724.9,71.4,13380.6
,,17.0,0.0,0.1,0.0,0.0
,,6633.0,568.0,1535.6,53.6,15754.0
,,13521.0,1.0,55.2,0.0,0.0
,,394153.0,2322.0,4047.6,59.9,14478.5
,,85.0,0.0,0.6,0.0,0.0
,,9054.0,566.0,1577.2,43.5,8070.2
,,13188.0,2.0,56.1,0.0,0.0
,,333646.0,1984.0,3396.8,50.1,9415.0
,,34.0,0.0,0.3,0.0,0.0
,,7567.0,544.0,1621.5,38.2,6950.9
,,15328.0,1.0,68.9,0.0,0.0
,,356542.0,2067.0,3525.3,70.3,16141.4
,,86.0,0.0,0.6,0.0,0.0
,,7212.0,572.0,1709.1,44.8,8403.0
,,13821.0,3.0,61.8,0.0,0.0
,,323992.0,1967.0,2948.8,47.1,9845.6
,,1.0,0.0,0.0,0.0,0.0
,,6881.0,462.0,1252.1,39.1,9628.0
,,13506.0,2.0,62.2,0.0,0.0
,,304332.0,1867.0,2142.8,33.5,4019.0
,,6126.0,355.0,663.3,7.8,1424.2
,,13576.0,4.0,67.7,0.0,0.0
,,278556.0,1666.0,1762.1,23.1,2827.2
,,4052.0,299.0,524.6,10.6,4553.6
,,12893.0,4.0,62.5,0.0,0.0
,,367339.0,2139.0,3161.7,73.5,13788.9
,,66.0,1.0,0.6,0.0,0.0
,,5584.0,426.0,1144.7,36.0,8945.9
,,11779.0,4.0,51.0,0.0,0.0
,,399645.0,2423.0,3583.8,50.4,14138.6
,,80.0,0.0,0.7,0.0,0.0
,,6384.0,482.0,1373.2,41.1,9170.9
,,13128.0,2.0,52.6,0.0,0.0
,,337767.0,1992.0,3024.3,50.4,17387.5
,,114.0,0.0,0.7,0.0,0.0
,,6995.0,516.0,1410.6,49.6,13318.4
,,14872.0,2.0,63.8,0.0,0.0
,,426606.0,2437.0,3832.7,67.6,16790.1
,,14.0,0.0,0.1,0.0,0.0
,,8577.0,554.0,1503.4,46.6,9480.2
,,14395.0,2.0,60.4,0.0,0.0
,,341998.0,1894.0,2896.2,57.5,14586.5
,,104.0,0.0,0.7,0.0,0.0
,,6216.0,439.0,1208.1,33.0,6762.0
,,12978.0,1.0,57.5,0.0,0.0
,,304688.0,1872.0,2311.3,30.5,4442.5
,,6.0,0.0,0.1,0.0,0.0
,,5177.0,326.0,682.4,12.3,2142.3
,,12450.0,1.0,61.4,0.0,0.0
,,283899.0,1710.0,1798.0,25.2,4482.0
,,33.0,0.0,0.3,0.0,0.0
,,4987.0,283.0,523.0,9.8,994.1
,,11972.0,4.0,52.8,0.0,0.0
,,370452.0,2300.0,3849.8,75.7,13273.1
,,164.0,0.0,1.3,0.0,0.0
,,14012.0,529.0,1447.1,51.6,11365.2
,,15473.0,3.0,56.2,0.0,0.0
,,391407.0,2399.0,3514.9,51.0,7951.9
,,138.0,0.0,1.0,0.0,0.0
,,8096.0,528.0,1318.7,35.0,9877.5
,,16696.0,5.0,59.8,0.0,0.0
,,393367.0,2379.0,3529.3,58.7,10727.3
,,20.0,0.0,0.2,0.0,0.0
,,7905.0,543.0,1510.3,44.5,10779.8
,,18488.0,1.0,70.0,0.0,0.0
,,413548.0,2469.0,3684.5,56.2,16026.7
,,16.0,0.0,0.1,0.0,0.0
,,9299.0,593.0,1451.2,38.7,8833.5
,,18492.0,0.0,67.9,0.0,0.0
,,360305.0,2176.0,3313.7,45.9,9916.8
,,36.0,0.0,0.2,0.0,0.0
,,7622.0,479.0,1215.5,36.6,8384.0
,,18104.0,2.0,69.6,0.0,0.0
,,292244.0,1717.0,1946.7,34.8,3861.2
,,136.0,1.0,1.2,0.0,0.0
,,5382.0,321.0,581.5,6.5,849.3
,,19542.0,6.0,94.8,0.0,0.0
,,278691.0,1748.0,1954.4,35.0,14537.0
,,4.0,0.0,0.0,0.0,0.0
,,5060.0,270.0,479.2,6.7,1233.5
,,16463.0,3.0,68.4,0.0,0.0
,,328165.0,1889.0,3182.3,49.6,10352.1
,,116.0,0.0,0.7,0.0,0.0
,,5548.0,394.0,1038.1,33.3,10665.9
,,14205.0,4.0,54.2,0.0,0.0
,,384192.0,2243.0,4074.5,71.5,16556.4
,,82.0,0.0,0.5,0.0,0.0
,,6548.0,450.0,1440.3,45.3,12877.7
,,15693.0,1.0,58.4,0.0,0.0
,,414864.0,2446.0,4291.6,72.7,16885.4
,,48.0,0.0,0.4,0.0,0.0
,,7872.0,513.0,1552.9,43.3,8788.0
,,18135.0,1.0,71.3,0.0,0.0
,,479903.0,2764.0,4310.4,59.2,12927.1
,,41.0,0.0,0.3,0.0,0.0
,,9757.0,567.0,1409.8,46.3,10945.0
,,17756.0,2.0,68.0,0.0,0.0
,,433982.0,2536.0,3976.9,52.2,24422.7
,,38.0,0.0,0.3,0.0,0.0
,,9858.0,502.0,1468.8,31.4,7777.1
,,16840.0,2.0,66.7,0.0,0.0
,,360842.0,2088.0,2709.5,28.2,8799.8
,,5418.0,300.0,714.7,8.1,1239.8
,,15864.0,8.0,71.9,0.0,0.0
,,341332.0,2035.0,2554.7,22.0,7185.8
,,4901.0,266.0,448.5,8.6,1194.4
,,15005.0,3.0,67.6,0.0,0.0
,,429097.0,2372.0,4167.7,58.0,9877.2
,,48.0,0.0,0.4,0.0,0.0
,,6314.0,434.0,1250.3,52.0,10982.3
,,13815.0,1.0,55.6,0.0,0.0
,,449371.0,2532.0,4440.3,59.7,11424.2
,,175.0,1.0,0.9,0.0,0.0
,,7199.0,446.0,1254.6,32.3,10635.7
,,15123.0,3.0,59.7,0.0,0.0
,,452924.0,2626.0,4476.1,52.1,9801.7
,,56.0,0.0,0.3,0.0,0.0
,,7918.0,533.0,1539.9,53.7,14305.0
,,16267.0,1.0,66.8,0.0,0.0
,,415445.0,2393.0,3947.5,67.7,20230.6
,,36.0,0.0,0.3,0.0,0.0
,,8592.0,532.0,1697.2,30.5,7324.4
,,16094.0,2.0,64.5,0.0,0.0
,,389964.0,2242.0,3230.2,45.9,12575.1
,,28.0,0.0,0.3,0.0,0.0
,,8149.0,471.0,1536.8,33.1,6797.2
,,15923.0,5.0,64.0,0.0,0.0
,,353129.0,2127.0,2469.5,29.6,5840.9
,,16.0,0.0,0.2,0.0,0.0
,,5625.0,312.0,573.2,12.8,1906.9
,,16710.0,5.0,71.1,0.0,0.0
,,349459.0,2122.0,2546.2,24.2,3830.1
,,5365.0,294.0,596.4,7.5,1129.1
,,14292.0,9.0,66.4,0.0,0.0
,,486304.0,2658.0,4908.0,55.7,15505.7
,,37.0,0.0,0.3,0.0,0.0
,,12880.0,531.0,1430.6,43.0,10242.9
,,12672.0,4.0,53.3,0.0,0.0
,,436130.0,2447.0,3601.6,58.7,13147.4
,,41.0,0.0,0.1,0.0,0.0
,,10133.0,545.0,1761.4,44.0,15624.1
,,12857.0,1.0,55.5,0.0,0.0
,,452516.0,2663.0,3925.1,36.9,10064.5
,,97.0,0.0,0.8,0.0,0.0
,,9613.0,598.0,1959.9,40.4,8855.3
,,14948.0,3.0,66.8,0.0,0.0
,,376539.0,2272.0,3696.3,46.8,11472.4
,,49.0,0.0,0.4,0.0,0.0
,,10074.0,530.0,1832.3,50.0,13571.4
,,14527.0,1.0,62.1,0.0,0.0
,,343674.0,1994.0,2957.0,50.5,10558.6
,,32.0,0.0,0.2,0.0,0.0
,,8644.0,524.0,1749.4,28.4,5610.3
,,13984.0,4.0,60.9,0.0,0.0
,,301283.0,1796.0,1911.4,25.6,4109.7
,,19.0,0.0,0.1,0.0,0.0
,,6059.0,359.0,817.1,16.5,3813.8
,,14860.0,0.0,66.6,0.0,0.0
,,332420.0,1960.0,2225.1,23.2,6278.4
,,9314.0,314.0,658.3,8.5,1309.8
,,13148.0,2.0,61.8,0.0,0.0
,,487971.0,2796.0,5100.1,58.9,18015.5
,,107.0,0.0,0.9,0.0,0.0
,,9420.0,644.0,2418.1,51.3,11769.3
,,11632.0,7.0,48.6,0.0,0.0
,,475988.0,2672.0,4386.8,63.8,13297.7
,,23.0,0.0,0.2,0.0,0.0
,,10775.0,584.0,2180.0,57.3,11675.7
,,12924.0,0.0,56.0,0.0,0.0
,,410081.0,2267.0,4060.6,59.7,16304.6
,,17.0,0.0,0.1,0.0,0.0
,,9643.0,524.0,1759.0,53.1,11227.7
,,14744.0,0.0,59.2,0.0,0.0
,,422080.0,2436.0,4076.0,49.3,11163.2
,,33.0,0.0,0.2,0.0,0.0
,,9468.0,531.0,1939.8,38.0,7556.9
,,15819.0,6.0,60.8,0.0,0.0
,,363841.0,2064.0,2907.6,46.3,9243.0
,,61.0,0.0,0.4,0.0,0.0
,,8127.0,486.0,1782.2,30.7,9607.0
,,16262.0,2.0,65.0,0.0,0.0
,,333404.0,1965.0,2443.6,31.0,5278.9
,,4.0,0.0,0.1,0.0,0.0
,,6384.0,354.0,1055.7,14.7,1696.6
,,15512.0,5.0,68.2,0.0,0.0
,,381812.0,2180.0,2397.7,26.0,4083.9
,,8.0,0.0,0.1,0.0,0.0
,,6306.0,337.0,672.1,13.0,1192.6
,,16935.0,7.0,67.4,0.0,0.0
,,528157.0,2839.0,4570.9,50.4,8934.5
,,64.0,0.0,0.4,0.0,0.0
,,10449.0,616.0,2457.3,46.4,9781.6
,,14200.0,0.0,54.4,0.0,0.0
,,448991.0,2316.0,3857.1,55.7,12076.6
,,30.0,1.0,0.2,0.0,0.0
,,9554.0,544.0,1831.6,39.4,7748.4
,,14274.0,0.0,57.1,0.0,0.0
,,342160.0,1998.0,3199.6,45.8,10469.0
,,70.0,0.0,0.5,0.0,0.0
,,9048.0,543.0,2026.7,53.0,15533.3
,,16504.0,6.0,66.2,0.0,0.0
,,333242.0,1840.0,2852.8,44.8,8207.1
,,4.0,0.0,0.0,0.0,0.0
,,7288.0,485.0,1927.6,35.1,8598.1
,,16474.0,4.0,65.5,0.0,0.0
,,256834.0,1468.0,2240.6,35.5,9089.8
,,51.0,0.0,0.5,0.0,0.0
,,4525.0,370.0,1537.1,30.5,5370.0
,,16176.0,3.0,65.0,0.0,0.0
,,182779.0,1079.0,1270.0,17.6,1639.2
,,4.0,0.0,0.0,0.0,0.0
,,4693.0,291.0,584.0,16.6,1928.2
,,16964.0,2.0,74.3,0.0,0.0
,,148468.0,866.0,904.2,19.2,2487.8
,,4.0,0.0,0.0,0.0,0.0
,,4255.0,285.0,775.1,10.9,1626.9
,,15251.0,5.0,65.8,0.0,0.0
,,236280.0,1359.0,2145.0,39.8,10262.6
,,96.0,0.0,0.8,0.0,0.0
,,5901.0,439.0,1527.2,32.8,6475.2
,,13779.0,3.0,53.6,0.0,0.0
,,260806.0,1416.0,2377.2,44.0,6806.3
,,117.0,0.0,0.8,0.0,0.0
,,6693.0,503.0,1784.0,30.7,7695.9
,,16010.0,0.0,62.3,0.0,0.0
,,256919.0,1482.0,2356.9,38.8,9101.8
,,16.0,0.0,0.2,0.0,0.0
,,7107.0,505.0,1635.8,37.1,8402.0
,,15830.0,2.0,61.4,0.0,0.0
,,222094.0,1157.0,2008.6,19.3,3291.1
,,45.0,0.0,0.3,0.0,0.0
,,6416.0,526.0,1835.8,40.4,12342.4
,,24355.0,4.0,101.2,0.0,0.0
