Date,Campaign type,Impressions,Clicks,Cost,Conversions,Revenue
,,274261.0,1454.0,2160.0,39.2,7437.2
,,71.0,0.0,0.4,0.0,0.0
,,5948.0,435.0,1685.1,28.8,5962.9
,,25852.0,2.0,111.3,0.0,0.0
,,196700.0,1148.0,1309.9,16.1,2374.5
,,73.0,0.0,0.7,0.0,0.0
,,5053.0,302.0,789.3,16.7,2535.3
,,28653.0,7.0,123.0,0.0,0.0
,,179544.0,1004.0,1125.0,16.5,2376.9
,,12.0,0.0,0.1,0.0,0.0
,,3812.0,251.0,524.8,7.8,993.8
,,26233.0,4.0,114.2,0.0,0.0
,,288404.0,1474.0,2477.5,41.3,9410.2
,,64.0,0.0,0.5,0.0,0.0
,,5282.0,416.0,1412.5,30.1,7841.2
,,28908.0,2.0,110.6,0.0,0.0
,,297397.0,1577.0,2886.7,52.5,12144.3
,,118.0,0.0,0.8,0.0,0.0
,,6108.0,407.0,1563.5,40.6,10940.7
,,31962.0,2.0,124.3,0.0,0.0
,,301828.0,1780.0,2939.6,43.0,7873.8
,,70.0,0.0,0.4,0.0,0.0
,,5836.0,406.0,1477.2,47.0,16287.4
,,29297.0,2.0,114.9,0.0,0.0
,,313477.0,1739.0,3048.3,50.7,8764.2
,,74.0,0.0,0.4,0.0,0.0
,,6531.0,391.0,1398.8,35.4,8221.6
,,29093.0,2.0,120.0,0.0,0.0
,,278664.0,1590.0,2624.7,39.6,11494.5
,,48.0,0.0,0.3,0.0,0.0
,,3698.0,272.0,1002.7,24.3,5514.4
,,28368.0,4.0,119.5,0.0,0.0
,,256426.0,1418.0,1863.2,27.7,4678.6
,,2.0,0.0,0.0,0.0,0.0
,,3464.0,228.0,635.2,8.6,1718.6
,,28189.0,4.0,127.0,0.0,0.0
,,268792.0,1524.0,1885.8,28.2,3484.7
,,1.0,0.0,0.0,0.0,0.0
,,3452.0,188.0,349.5,6.0,1123.2
,,27236.0,5.0,122.3,0.0,0.0
,,350508.0,2075.0,3136.4,30.4,3752.4
,,111.0,0.0,0.6,0.0,0.0
,,2141.0,148.0,839.0,13.3,3319.7
,,28761.0,4.0,115.6,0.0,0.0
,,454564.0,2396.0,4264.7,59.5,11793.0
,,48.0,0.0,0.4,0.0,0.0
,,3211.0,217.0,1055.1,32.1,7487.8
,,28141.0,1.0,109.9,0.0,0.0
,,472938.0,2708.0,4793.5,65.4,14208.4
,,52.0,0.0,0.4,0.0,0.0
,,4455.0,245.0,961.1,28.0,12272.2
,,28001.0,1.0,108.9,0.8,82.9
,,457116.0,2528.0,4470.0,46.0,10689.1
,,44.0,0.0,0.3,0.0,0.0
,,3087.0,195.0,741.8,22.5,4554.0
,,31184.0,0.0,120.0,0.0,0.0
,,382446.0,2116.0,3406.4,52.1,11123.1
,,33.0,0.0,0.3,0.0,0.0
,,3284.0,171.0,490.3,17.7,5100.0
,,31105.0,2.0,116.1,0.0,0.0
,,305567.0,1801.0,2135.0,15.8,3024.4
,,1.0,0.0,0.0,0.0,0.0
,,4556.0,252.0,551.6,6.5,1426.9
,,33840.0,8.0,131.9,0.0,0.0
,,296727.0,1770.0,2024.2,16.3,1935.5
,,5155.0,314.0,604.4,6.2,1188.2
,,34104.0,5.0,136.4,0.0,0.0
,,379263.0,2288.0,3566.3,42.7,8982.9
,,44.0,0.0,0.3,0.0,0.0
,,11236.0,672.0,2836.8,39.9,8161.9
,,33472.0,4.0,130.4,0.0,0.0
,,377776.0,2145.0,3428.9,38.5,6760.3
,,60.0,0.0,0.5,0.0,0.0
,,10741.0,632.0,2404.4,37.9,6713.5
,,31480.0,1.0,128.5,0.0,0.0
,,362835.0,2028.0,3341.0,41.4,9496.4
,,47.0,0.0,0.4,0.0,0.0
,,9016.0,561.0,2521.4,39.2,11473.6
,,31489.0,0.0,128.5,0.0,0.0
,,310719.0,1895.0,2984.8,38.8,5475.7
,,52.0,0.0,0.4,0.0,0.0
,,7681.0,516.0,2112.8,34.2,9628.5
,,30681.0,1.0,125.8,0.0,0.0
,,237885.0,1388.0,2148.3,33.4,7043.0
,,36.0,0.0,0.3,0.0,0.0
,,6184.0,437.0,1482.3,27.4,5550.4
,,29711.0,1.0,125.8,0.0,0.0
,,161221.0,1016.0,1063.8,24.3,4007.0
,,21.0,0.0,0.2,0.0,0.0
,,4803.0,292.0,541.2,7.8,1343.0
,,30665.0,4.0,143.1,0.0,0.0
,,171005.0,1111.0,1279.5,17.5,2943.0
,,4236.0,296.0,683.3,6.1,657.6
,,28480.0,3.0,135.8,0.0,0.0
,,198908.0,1222.0,1888.5,28.2,9947.2
,,107.0,0.0,0.6,0.0,0.0
,,7116.0,542.0,2244.8,28.6,6359.2
,,29245.0,3.0,127.7,0.0,0.0
,,315969.0,1880.0,3120.9,48.0,9526.6
,,135.0,0.0,0.9,0.0,0.0
,,8438.0,566.0,2260.4,24.7,6437.7
,,29440.0,1.0,127.3,0.0,0.0
,,343550.0,1966.0,3092.4,35.1,6691.9
,,32.0,0.0,0.2,0.0,0.0
,,8237.0,559.0,1994.2,38.0,10142.2
,,27960.0,3.0,127.1,0.0,0.0
,,328924.0,1797.0,2908.0,36.7,7806.8
,,45.0,1.0,0.3,0.0,0.0
,,8681.0,596.0,2653.9,37.3,6891.2
,,27767.0,0.0,126.0,0.0,0.0
,,296388.0,1772.0,2647.8,35.0,8352.1
,,84.0,1.0,0.4,0.0,0.0
,,7976.0,523.0,1954.2,27.6,9917.0
,,25826.0,0.0,126.0,0.0,0.0
,,233756.0,1364.0,1504.6,19.1,4420.2
,,3007.0,17.0,16.3,0.0,0.0
,,5229.0,314.0,714.6,11.6,2137.4
,,34803.0,81.0,237.3,0.0,0.0
,,245676.0,1543.0,1711.4,16.0,4175.5
,,105.0,1.0,0.8,0.0,0.0
,,4217.0,279.0,595.9,12.8,2250.9
,,41384.0,186.0,248.9,0.0,0.0
,,372807.0,2144.0,3649.6,51.9,9519.2
,,121.0,0.0,0.6,0.0,0.0
,,10337.0,583.0,2377.4,36.2,11796.9
,,34283.0,40.0,237.9,2.4,581.4
,,403017.0,2272.0,3855.6,44.5,8925.5
,,247.0,0.0,1.2,0.0,0.0
,,9597.0,587.0,2415.7,44.3,9215.0
,,29597.0,18.0,239.9,0.2,44.3
,,405984.0,2424.0,4507.1,47.6,12025.4
,,137.0,0.0,0.9,0.0,0.0
,,10783.0,613.0,2371.9,27.8,6098.4
,,29872.0,24.0,235.7,0.8,4.2
,,392939.0,2387.0,3927.0,41.0,13889.0
,,123.0,0.0,0.5,0.0,0.0
,,10302.0,602.0,2375.8,32.5,7869.0
,,27842.0,25.0,236.6,0.0,0.0
,,361483.0,2168.0,3558.2,31.1,9317.0
,,145.0,1.0,2.1,0.0,0.0
,,8153.0,502.0,1788.8,23.8,6587.6
,,27820.0,24.0,240.0,0.0,0.0
,,328802.0,1921.0,2540.1,26.3,5341.6
,,109.0,0.0,0.7,0.0,0.0
,,5788.0,316.0,544.9,7.7,2338.3
,,29180.0,23.0,253.1,0.8,169.2
,,331914.0,2004.0,2503.3,20.4,4788.3
,,36.0,0.0,0.3,0.0,0.0
,,5727.0,333.0,548.3,15.0,2680.6
,,25083.0,23.0,242.9,0.0,0.0
,,388600.0,2362.0,4114.4,45.4,8449.8
,,25.0,0.0,0.2,0.0,0.0
,,8665.0,604.0,1738.7,34.9,8848.5
,,25372.0,16.0,232.5,0.0,0.0
,,439584.0,2286.0,4008.7,38.2,7321.1
,,16.0,0.0,0.1,0.0,0.0
,,10389.0,656.0,2219.9,33.3,8494.6
,,26307.0,13.0,233.7,0.8,124.2
,,450557.0,2386.0,4347.9,47.0,8190.0
,,16.0,0.0,0.1,0.0,0.0
,,11763.0,683.0,2919.4,41.5,8817.7
,,27224.0,20.0,232.2,0.2,7.8
,,412470.0,2267.0,3750.8,29.4,4734.6
,,43.0,0.0,0.4,0.0,0.0
,,9314.0,639.0,2208.9,27.1,7720.8
,,26523.0,16.0,231.3,1.2,78.3
,,341972.0,1971.0,3020.9,45.6,15114.7
,,20.0,0.0,0.2,0.0,0.0
,,8892.0,532.0,1814.6,38.1,9174.4
,,26304.0,16.0,218.7,0.0,0.0
,,331972.0,2023.0,2339.7,20.5,3719.3
,,15.0,0.0,0.1,0.0,0.0
,,6575.0,348.0,655.2,4.1,3804.7
,,27631.0,25.0,239.8,1.2,368.1
,,315253.0,1919.0,1899.1,24.6,3742.4
,,36.0,0.0,0.2,0.0,0.0
,,4541.0,264.0,465.6,9.7,915.1
,,25692.0,21.0,209.4,1.1,329.5
2024-01-01,Cross-network,216382.0,2765.0,1957.4,136.1,17835.5
2024-01-01,Display Network,3873.0,85.0,27.2,1.0,84.6
2024-01-01,Search Network,6856.0,753.0,917.3,54.7,8777.1
2024-01-02,Cross-network,236636.0,2750.0,2055.9,148.9,19639.5
2024-01-02,Display Network,5030.0,96.0,26.7,0.8,91.2
2024-01-02,Search Network,6990.0,852.0,961.9,72.0,14687.0
2024-01-03,Cross-network,238480.0,2721.0,2208.4,144.5,21671.8
2024-01-03,Display Network,3929.0,85.0,34.2,0.0,0.5
2024-01-03,Search Network,8274.0,844.0,1047.8,64.9,10708.7
2024-01-04,Cross-network,227444.0,2818.0,2057.6,163.3,21619.8
2024-01-04,Display Network,6764.0,123.0,32.7,2.0,331.4
2024-01-04,Search Network,7004.0,818.0,976.9,57.8,12311.3
2024-01-05,Cross-network,216453.0,2700.0,2019.2,128.4,16966.1
2024-01-05,Display Network,5403.0,92.0,33.9,0.0,0.0
2024-01-05,Search Network,6341.0,730.0,893.6,62.4,9721.4
2024-01-06,Cross-network,249932.0,3162.0,2297.2,136.4,18382.2
2024-01-06,Display Network,4246.0,97.0,32.3,0.8,84.3
2024-01-06,Search Network,6808.0,772.0,794.0,47.2,8346.6
2024-01-07,Cross-network,242133.0,3030.0,2129.1,164.5,18344.3
2024-01-07,Display Network,3452.0,75.0,31.7,0.1,16.0
2024-01-07,Search Network,7432.0,765.0,910.6,42.1,7747.4
2024-01-08,Cross-network,234351.0,2936.0,2290.2,155.1,20521.2
2024-01-08,Display Network,4544.0,64.0,29.0,1.4,120.1
2024-01-08,Search Network,8148.0,844.0,996.9,70.4,12392.5
2024-01-09,Cross-network,229907.0,2763.0,2220.8,175.8,25465.3
2024-01-09,Display Network,3971.0,72.0,29.6,0.0,0.0
2024-01-09,Search Network,7346.0,859.0,938.1,61.1,11554.6
2024-01-10,Cross-network,216016.0,2608.0,1988.8,138.5,17514.0
2024-01-10,Display Network,3204.0,72.0,25.9,2.4,202.6
2024-01-10,Search Network,6876.0,811.0,1053.6,57.8,9396.2
2024-01-11,Cross-network,223271.0,2557.0,1794.1,181.6,23964.0
2024-01-11,Display Network,5774.0,60.0,26.6,0.3,29.9
2024-01-11,Search Network,6066.0,800.0,893.2,81.4,13425.2
2024-01-12,Cross-network,220299.0,2676.0,1912.4,140.5,17047.4
2024-01-12,Display Network,5119.0,97.0,27.0,1.2,172.4
2024-01-12,Search Network,5746.0,776.0,939.3,54.5,7855.5
2024-01-13,Cross-network,240501.0,3017.0,2051.8,144.5,15218.0
2024-01-13,Display Network,4900.0,88.0,27.5,0.8,129.5
2024-01-13,Search Network,5204.0,708.0,743.1,53.8,8345.3
2024-01-14,Cross-network,249498.0,3273.0,2254.6,159.7,18457.4
2024-01-14,Display Network,3275.0,76.0,27.0,2.4,294.0
2024-01-14,Search Network,5276.0,759.0,818.5,56.5,10213.2
2024-01-15,Cross-network,241471.0,3052.0,2157.8,149.0,18992.5
2024-01-15,Display Network,2829.0,66.0,27.4,0.3,23.8
2024-01-15,Search Network,6186.0,868.0,1016.4,73.3,12624.2
2024-01-16,Cross-network,205236.0,2531.0,1801.4,145.0,25600.3
2024-01-16,Display Network,4400.0,89.0,27.9,0.0,11.6
2024-01-16,Search Network,5182.0,734.0,738.6,54.4,9087.0
2024-01-17,Cross-network,180583.0,2295.0,1545.0,114.6,15234.0
2024-01-17,Display Network,3465.0,80.0,27.2,1.5,127.7
2024-01-17,Search Network,4887.0,680.0,653.8,44.8,6772.4
2024-01-18,Cross-network,163709.0,1876.0,1244.2,126.7,11507.0
2024-01-18,Display Network,3102.0,76.0,26.3,0.8,26.7
2024-01-18,Search Network,4867.0,724.0,716.1,73.1,7204.6
2024-01-19,Cross-network,164417.0,1925.0,1242.1,103.6,7885.7
2024-01-19,Display Network,3273.0,76.0,25.5,1.9,543.2
2024-01-19,Search Network,4552.0,693.0,673.7,51.8,4789.3
2024-01-20,Cross-network,174620.0,2228.0,1239.9,109.4,12487.2
2024-01-20,Display Network,3296.0,81.0,26.0,1.6,686.2
2024-01-20,Search Network,4398.0,716.0,585.2,56.6,8046.3
2024-01-21,Cross-network,164609.0,2018.0,1124.8,91.5,9826.6
2024-01-21,Display Network,2794.0,94.0,25.7,0.8,331.3
2024-01-21,Search Network,3950.0,626.0,491.7,55.0,8551.0
2024-01-22,Cross-network,156838.0,1919.0,1217.5,102.0,16727.2
2024-01-22,Display Network,3888.0,72.0,25.6,4.0,548.4
2024-01-22,Search Network,4044.0,723.0,626.9,67.5,11543.8
2024-01-23,Cross-network,159438.0,1921.0,1269.2,108.2,16419.0
2024-01-23,Display Network,3904.0,86.0,26.6,0.0,0.0
2024-01-23,Search Network,4505.0,724.0,650.7,72.9,13882.2
2024-01-24,Cross-network,162560.0,2062.0,1353.9,94.9,13344.5
2024-01-24,Display Network,3473.0,71.0,25.9,0.8,109.8
2024-01-24,Search Network,4964.0,776.0,666.9,73.4,18526.7
2024-01-25,Cross-network,170159.0,2048.0,1383.7,104.1,12745.0
2024-01-25,Display Network,5520.0,101.0,26.6,0.0,0.8
2024-01-25,Search Network,4364.0,704.0,503.6,61.1,14710.0
2024-01-26,Cross-network,162760.0,1903.0,1281.7,120.5,15769.7
2024-01-26,Display Network,3364.0,97.0,25.4,2.4,283.5
2024-01-26,Search Network,4113.0,680.0,534.8,58.4,9228.5
2024-01-27,Cross-network,179807.0,2005.0,1214.6,107.1,11728.1
2024-01-27,Display Network,4178.0,101.0,25.3,2.0,340.8
2024-01-27,Search Network,4783.0,709.0,522.2,52.0,7608.2
2024-01-28,Cross-network,187656.0,2256.0,1440.0,114.4,13993.2
2024-01-28,Display Network,3464.0,96.0,25.2,1.6,174.0
2024-01-28,Search Network,5460.0,751.0,647.7,50.0,9206.1
2024-01-29,Cross-network,188345.0,2190.0,1532.5,98.6,11744.1
2024-01-29,Display Network,3228.0,77.0,25.3,0.0,12.3
2024-01-29,Search Network,6652.0,884.0,875.8,79.7,17295.0
2024-01-30,Cross-network,173564.0,1993.0,1303.9,95.1,14151.8
2024-01-30,Display Network,4932.0,111.0,22.8,1.2,64.1
2024-01-30,Search Network,5733.0,738.0,731.6,51.0,7074.8
2024-01-31,Cross-network,172442.0,1943.0,1327.8,106.4,15428.0
2024-01-31,Display Network,5150.0,106.0,26.8,0.7,58.4
2024-01-31,Search Network,4940.0,732.0,725.7,59.1,10439.4
2024-02-01,Cross-network,168548.0,1853.0,1193.8,98.5,16657.6
2024-02-01,Display Network,4464.0,88.0,21.8,1.6,320.7
2024-02-01,Search Network,4722.0,704.0,584.5,70.2,14451.4
2024-02-02,Cross-network,155888.0,1851.0,1207.0,98.0,14828.6
2024-02-02,Display Network,4103.0,68.0,14.8,0.0,1.8
2024-02-02,Search Network,4729.0,747.0,752.8,65.2,10927.2
2024-02-03,Cross-network,179396.0,2173.0,1361.7,103.9,12987.5
2024-02-03,Display Network,3527.0,60.0,12.2,1.0,149.4
2024-02-03,Search Network,4671.0,667.0,508.5,38.4,6714.2
2024-02-04,Cross-network,195455.0,2340.0,1550.7,118.7,14673.1
2024-02-04,Display Network,3616.0,80.0,23.1,1.7,259.4
2024-02-04,Search Network,5424.0,748.0,701.2,51.5,9201.9
2024-02-05,Cross-network,199244.0,2309.0,1635.8,103.8,12903.8
2024-02-05,Display Network,6391.0,96.0,27.9,0.0,8.8
2024-02-05,Search Network,5148.0,756.0,731.5,59.8,10238.6
2024-02-06,Cross-network,193893.0,2148.0,1619.0,96.4,14501.7
2024-02-06,Display Network,5704.0,123.0,54.0,2.4,419.5
2024-02-06,Search Network,4940.0,668.0,700.4,64.1,12301.9
2024-02-07,Cross-network,184540.0,2217.0,1682.6,119.2,15526.4
2024-02-07,Display Network,6337.0,140.0,46.3,0.3,29.0
2024-02-07,Search Network,5619.0,765.0,817.9,59.5,14313.7
2024-02-08,Cross-network,167642.0,1939.0,1362.7,74.4,10365.5
2024-02-08,Display Network,3601.0,110.0,31.9,3.3,743.0
2024-02-08,Search Network,5032.0,729.0,679.2,53.9,10234.1
2024-02-09,Cross-network,147571.0,1793.0,1239.3,93.5,14158.5
2024-02-09,Display Network,3440.0,80.0,37.1,0.7,66.2
2024-02-09,Search Network,4339.0,624.0,526.5,49.8,7511.4
2024-02-10,Cross-network,157586.0,1940.0,1357.4,102.6,14929.6
2024-02-10,Display Network,2028.0,47.0,11.5,0.0,0.0
2024-02-10,Search Network,4966.0,722.0,626.4,46.9,7564.4
2024-02-11,Cross-network,149246.0,1960.0,1293.4,100.1,13268.4
2024-02-11,Display Network,2125.0,33.0,6.0,0.4,188.7
2024-02-11,Search Network,4777.0,677.0,692.7,68.0,12441.5
2024-02-12,Cross-network,158656.0,1863.0,1498.9,108.8,15454.9
2024-02-12,Display Network,4646.0,55.0,19.4,2.6,307.1
2024-02-12,Search Network,8546.0,864.0,849.9,59.1,13550.0
2024-02-13,Cross-network,154807.0,1785.0,1298.1,95.5,12430.2
2024-02-13,Display Network,3735.0,75.0,23.8,3.3,557.5
2024-02-13,Search Network,8692.0,884.0,948.1,65.1,11851.6
2024-02-14,Cross-network,132562.0,1537.0,1140.9,83.8,12622.4
2024-02-14,Display Network,4829.0,166.0,54.2,0.0,0.9
2024-02-14,Search Network,8128.0,832.0,996.8,68.4,11790.5
2024-02-15,Cross-network,147951.0,1733.0,1279.8,98.0,13802.2
2024-02-15,Display Network,4401.0,147.0,55.8,2.4,287.0
2024-02-15,Search Network,8548.0,824.0,964.6,55.9,10213.3
2024-02-16,Cross-network,163560.0,1815.0,1376.3,97.6,12627.4
2024-02-16,Display Network,2677.0,112.0,49.0,1.3,130.5
2024-02-16,Search Network,7652.0,776.0,799.5,53.7,8208.3
2024-02-17,Cross-network,166420.0,1900.0,1299.2,72.2,7807.8
2024-02-17,Display Network,2728.0,486.0,35.8,0.1,20.0
2024-02-17,Search Network,6324.0,742.0,738.5,42.9,7478.8
2024-02-18,Cross-network,162767.0,1928.0,1237.8,91.4,10844.8
2024-02-18,Display Network,1895.0,130.0,34.4,0.2,82.6
2024-02-18,Search Network,6558.0,724.0,656.2,39.0,7847.4
2024-02-19,Cross-network,172564.0,1937.0,1471.2,125.1,15695.6
2024-02-19,Display Network,2280.0,136.0,29.5,0.1,4.4
2024-02-19,Search Network,7629.0,940.0,971.9,72.8,14487.6
2024-02-20,Cross-network,171491.0,1909.0,1485.2,113.7,18298.5
2024-02-20,Display Network,1763.0,161.0,29.8,0.7,162.3
2024-02-20,Search Network,6991.0,835.0,893.5,58.8,11759.6
2024-02-21,Cross-network,187852.0,2088.0,1716.8,112.4,15436.2
2024-02-21,Display Network,2096.0,360.0,31.4,0.8,81.8
2024-02-21,Search Network,6052.0,749.0,682.8,54.2,10334.4
2024-02-22,Cross-network,190943.0,2071.0,1598.2,68.1,8825.5
2024-02-22,Display Network,1574.0,80.0,26.8,0.9,158.5
2024-02-22,Search Network,6648.0,778.0,783.9,56.4,13839.6
2024-02-23,Cross-network,190910.0,2082.0,1571.6,96.5,14381.0
2024-02-23,Display Network,2279.0,97.0,26.9,0.0,5.2
2024-02-23,Search Network,6584.0,768.0,797.7,58.8,12581.8
2024-02-24,Cross-network,192998.0,2169.0,1574.3,121.8,16679.0
2024-02-24,Display Network,2065.0,88.0,25.6,0.0,0.0
2024-02-24,Search Network,6896.0,816.0,708.0,49.0,9207.3
2024-02-25,Cross-network,201564.0,2284.0,1593.6,96.8,12224.3
2024-02-25,Display Network,2513.0,87.0,25.8,0.6,28.0
2024-02-25,Search Network,6755.0,728.0,639.2,59.4,10143.1
2024-02-26,Cross-network,216988.0,2452.0,1876.5,114.8,16822.2
2024-02-26,Display Network,3292.0,93.0,27.0,0.9,49.6
2024-02-26,Search Network,8039.0,892.0,1040.9,84.7,12759.4
2024-02-27,Cross-network,229454.0,2420.0,2086.0,114.4,15102.2
2024-02-27,Display Network,1800.0,73.0,26.6,1.0,117.6
2024-02-27,Search Network,7912.0,850.0,841.4,81.0,13653.2
2024-02-28,Cross-network,207399.0,2211.0,1773.8,94.8,14184.2
2024-02-28,Display Network,1632.0,183.0,22.2,1.2,318.5
2024-02-28,Search Network,8548.0,934.0,1036.2,64.4,15739.4
2024-02-29,Cross-network,197847.0,2053.0,1672.5,113.2,16627.0
2024-02-29,Display Network,1791.0,74.0,21.8,0.8,90.6
2024-02-29,Search Network,8888.0,897.0,1023.4,59.5,9295.2
2024-03-01,Cross-network,192960.0,2436.0,1895.2,120.6,15597.3
2024-03-01,Display Network,1616.0,80.0,29.3,0.0,0.1
2024-03-01,Search Network,8434.0,835.0,974.6,66.9,11782.0
2024-03-02,Cross-network,220318.0,2935.0,2277.8,134.6,18355.2
2024-03-02,Display Network,1310.0,83.0,27.6,0.0,2.3
2024-03-02,Search Network,7883.0,857.0,857.9,62.2,9083.3
2024-03-03,Cross-network,243958.0,3278.0,2557.3,185.9,26212.6
2024-03-03,Display Network,3616.0,103.0,31.1,2.9,961.6
2024-03-03,Search Network,8184.0,864.0,975.0,65.8,14104.1
2024-03-04,Cross-network,235506.0,3177.0,2569.6,155.8,22859.1
